설치장소명,세부위치내용,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,수거품목명,수거함수량,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
제촌마을회관,,경상남도,합천군,경상남도 합천군 쌍책면 오서2길 30,경상남도 합천군 쌍책면 오서리 140-3,35.57026585,128.2787934,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
진정마을회관,,경상남도,합천군,경상남도 합천군 쌍책면 진정1길 137,경상남도 합천군 쌍책면 진정리 301-2,35.59370981,128.2910837,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
외촌마을회관,,경상남도,합천군,경상남도 합천군 쌍책면 황강옥전로 1596,경상남도 합천군 쌍책면 성산리 153-8,35.57692005,128.2848769,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
쌍책면사무소,,경상남도,합천군,경상남도 합천군 쌍책면 성산큰길 48,경상남도 합천군 쌍책면 성산리 602,35.57596607,128.282248,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
아막마을회관,,경상남도,합천군,경상남도 합천군 초계면 아막재로 37,경상남도 합천군 초계면 아막리 115-1,35.56234018,128.2684395,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
관평마을회관,,경상남도,합천군,경상남도 합천군 초계면 관평1길 43-4,경상남도 합천군 초계면 관평리 466-1,35.54637968,128.2634626,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
병배마을회관,,경상남도,합천군,경상남도 합천군 초계면 신촌길 24,경상남도 합천군 초계면 신촌리 46-1,35.52656335,128.2484093,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
하남마을회관,,경상남도,합천군,경상남도 합천군 초계면 국사봉로 903,경상남도 합천군 초계면 상대리 322-3,35.5312616,128.2513544,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
각곡마을회관,,경상남도,합천군,경상남도 합천군 초계면 우회로 220,경상남도 합천군 초계면 택리 153,35.54722774,128.2400502,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
택리마을회관,,경상남도,합천군,경상남도 합천군 초계면 택리길 31,경상남도 합천군 초계면 택리 443-1,35.55286124,128.2405074,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
중리마을회관,,경상남도,합천군,경상남도 합천군 초계면 동부로 1068,경상남도 합천군 초계면 중리 112-3,35.56029731,128.2547005,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
초계면사무소,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 45,경상남도 합천군 초계면 초계리 85-1,35.55959331,128.2654655,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
아막리 초계빌라2차,,경상남도,합천군,경상남도 합천군 초계면 아막재로 19,경상남도 합천군 초계면 아막리 116-4,35.56096376,128.2681636,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
아막리 초계빌라1차,,경상남도,합천군,경상남도 합천군 초계면 아막재로 17,경상남도 합천군 초계면 아막리 116-6,35.56078635,128.2679198,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
아막마을회관,,경상남도,합천군,경상남도 합천군 초계면 아막재로 37,경상남도 합천군 초계면 아막리 115-1,35.56234018,128.2684395,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
장동마을회관,,경상남도,합천군,경상남도 합천군 초계면 관평길 168,경상남도 합천군 초계면 관평리 549-1,35.54400972,128.2592493,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
정곡마을회관,,경상남도,합천군,경상남도 합천군 초계면 신촌길 24,경상남도 합천군 초계면 신촌리 46-1,35.52656335,128.2484093,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
하남마을회관,,경상남도,합천군,경상남도 합천군 초계면 국사봉로 903,경상남도 합천군 초계면 상대리 322-3,35.5312616,128.2513544,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
원당마을회관,,경상남도,합천군,경상남도 합천군 초계면 원당길 42,경상남도 합천군 초계면 원당리 305-4,35.53778775,128.2398164,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
유계마을회관,,경상남도,합천군,경상남도 합천군 초계면 양동로 280,경상남도 합천군 초계면 유하리 235-2,35.54071385,128.2448216,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대평마을회관,,경상남도,합천군,경상남도 합천군 초계면 양동로 200-5,경상남도 합천군 초계면 대평리 321-5,35.54463596,128.2509665,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대동마을회관,,경상남도,합천군,경상남도 합천군 초계면 대동길 26,경상남도 합천군 초계면 대동리 310-1,35.56171736,128.2502444,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
중리마을회관,,경상남도,합천군,경상남도 합천군 초계면 동부로 1068,경상남도 합천군 초계면 중리 112-3,35.56029731,128.2547005,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
교촌마을회관,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 26-1,경상남도 합천군 초계면 초계리 210,35.55869447,128.2627542,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
동부지구대,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 43,경상남도 합천군 초계면 초계리 85-4,35.55941211,128.2650412,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
초계고등학교,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 101,경상남도 합천군 초계면 아막리 87,35.55830281,128.2709516,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
초계중학교,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 83,경상남도 합천군 초계면 아막리 99,35.5600663,128.2705019,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
초계초등학교,,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 33-6,경상남도 합천군 초계면 초계리 87-2,35.55980242,128.263608,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
현승조은빌(내동마을),,경상남도,합천군,경상남도 합천군 초계면 초계1길 11-12,경상남도 합천군 초계면 초계리 125-21,35.55770467,128.2667472,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
초계빌리지(내동마을),,경상남도,합천군,경상남도 합천군 초계면 초계2길 11-7,경상남도 합천군 초계면 초계리 25-4,35.55826387,128.2684875,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
원창주택(내동마을),,경상남도,합천군,경상남도 합천군 초계면 초계3길 4,경상남도 합천군 초계면 초계리 24-2,35.55868005,128.2694049,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
내동마을회관,,경상남도,합천군,경상남도 합천군 초계면 내동3길 11,경상남도 합천군 초계면 초계리 62-1,35.55998254,128.2666252,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
기리경로회관,,경상남도,합천군,경상남도 합천군 율곡면 기리길 257,경상남도 합천군 율곡면 기리 52,35.6306212,128.2221011,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
갑산3구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 갑산5길 20,경상남도 합천군 율곡면 갑산리 1027-3,35.59476692,128.2541264,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
항곡1구마을회경로당,,경상남도,합천군,경상남도 합천군 율곡면 항곡1길 64,경상남도 합천군 율곡면 항곡리 255,35.59767345,128.2121926,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
갑산일구마을회관,,경상남도,합천군,경상남도 합천군 율곡면 낙민갑산길 141,경상남도 합천군 율곡면 갑산리 1175-3,35.58962368,128.245406,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
낙민3리회관,,경상남도,합천군,경상남도 합천군 율곡면 낙민4길 4,경상남도 합천군 율곡면 낙민리 184-2,35.58190794,128.2399327,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
귀봉동회관,,경상남도,합천군,경상남도 합천군 율곡면 낙민3길 68,경상남도 합천군 율곡면 낙민리 628-3,35.575513,128.2356417,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
노양2구 경로당,,경상남도,합천군,경상남도 합천군 율곡면 노양1길 5-2,경상남도 합천군 율곡면 노양리 560-3,35.62334286,128.1934146,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
낙민1구마을회관,,경상남도,합천군,경상남도 합천군 율곡면 동부로 690-11,경상남도 합천군 율곡면 낙민리 1052-3,35.57853973,128.2255036,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
내천마을회관,,경상남도,합천군,경상남도 합천군 율곡면 황강옥전로 626,경상남도 합천군 율곡면 내천리 506,35.61170432,128.238271,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
제내1구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 제내1길 16,경상남도 합천군 율곡면 제내리 742-1,35.57902585,128.203611,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
낙민2구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 매실길 73,경상남도 합천군 율곡면 낙민리 417,35.58514757,128.2314519,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
농공단지사무소,,경상남도,합천군,경상남도 합천군 율곡면 임북공단길 12-9,경상남도 합천군 율곡면 임북리 433-13,35.57949585,128.1802175,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
노양1구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 노양길 186-7,경상남도 합천군 율곡면 노양리 339-5,35.63273002,128.1957329,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
항곡1구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 항곡1길 64,경상남도 합천군 율곡면 항곡리 255,35.59767345,128.2121926,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
본천2구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 본천1길 71,경상남도 합천군 율곡면 본천리 183-2,35.55895367,128.1981196,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
임북1구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 임북길 311,경상남도 합천군 율곡면 임북리 60-3,35.58076651,128.1927679,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
영전1구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 영전3길 26,경상남도 합천군 율곡면 영전리 455-1,35.57235439,128.2180099,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
영전2구 마을회관,,경상남도,합천군,경상남도 합천군 율곡면 영전1길 145,경상남도 합천군 율곡면 영전리 296,35.56048176,128.2132621,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
율진1구 학산경로당,,경상남도,합천군,경상남도 합천군 율곡면 율진4길 44-3,경상남도 합천군 율곡면 율진리 174-1,35.60504909,128.1947247,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
노양2구 경로당,,경상남도,합천군,경상남도 합천군 율곡면 노양1길 18,경상남도 합천군 율곡면 노양리 602-1,35.62359192,128.194074,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
현동 경로당,,경상남도,합천군,경상남도 합천군 율곡면 낙민1길 51,경상남도 합천군 율곡면 낙민리 902,35.57121034,128.221397,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
